"都道府県番号","団体コード","都道府県名（漢字）","市区町村名（漢字）","都道府県名（カナ）","市区町村名（カナ）"
"43","435121","熊本県","山江村","ｸﾏﾓﾄｹﾝ","ﾔﾏｴﾑﾗ"
"43","435139","熊本県","球磨村","ｸﾏﾓﾄｹﾝ","ｸﾏﾑﾗ"
"43","435147","熊本県","あさぎり町","ｸﾏﾓﾄｹﾝ","ｱｻｷﾞﾘﾁｮｳ"
"43","435317","熊本県","苓北町","ｸﾏﾓﾄｹﾝ","ﾚｲﾎｸﾏﾁ"
"44","440001","大分県","","ｵｵｲﾀｹﾝ",""
"44","442011","大分県","大分市","ｵｵｲﾀｹﾝ","ｵｵｲﾀｼ"
"44","442020","大分県","別府市","ｵｵｲﾀｹﾝ","ﾍﾞｯﾌﾟｼ"
"44","442038","大分県","中津市","ｵｵｲﾀｹﾝ","ﾅｶﾂｼ"
"44","442046","大分県","日田市","ｵｵｲﾀｹﾝ","ﾋﾀｼ"
"44","442054","大分県","佐伯市","ｵｵｲﾀｹﾝ","ｻｲｷｼ"
"44","442062","大分県","臼杵市","ｵｵｲﾀｹﾝ","ｳｽｷｼ"
"44","442071","大分県","津久見市","ｵｵｲﾀｹﾝ","ﾂｸﾐｼ"
"44","442089","大分県","竹田市","ｵｵｲﾀｹﾝ","ﾀｹﾀｼ"
"44","442097","大分県","豊後高田市","ｵｵｲﾀｹﾝ","ﾌﾞﾝｺﾞﾀｶﾀﾞｼ"
"44","442101","大分県","杵築市","ｵｵｲﾀｹﾝ","ｷﾂｷｼ"
"44","442119","大分県","宇佐市","ｵｵｲﾀｹﾝ","ｳｻｼ"
"44","442127","大分県","豊後大野市","ｵｵｲﾀｹﾝ","ﾌﾞﾝｺﾞｵｵﾉｼ"
"44","442135","大分県","由布市","ｵｵｲﾀｹﾝ","ﾕﾌｼ"
"44","442143","大分県","国東市","ｵｵｲﾀｹﾝ","ｸﾆｻｷｼ"
"44","443221","大分県","姫島村","ｵｵｲﾀｹﾝ","ﾋﾒｼﾏﾑﾗ"
"44","443417","大分県","日出町","ｵｵｲﾀｹﾝ","ﾋｼﾞﾏﾁ"
"44","444618","大分県","九重町","ｵｵｲﾀｹﾝ","ｺｺﾉｴﾏﾁ"
"44","444626","大分県","玖珠町","ｵｵｲﾀｹﾝ","ｸｽﾏﾁ"
"45","450006","宮崎県","","ﾐﾔｻﾞｷｹﾝ",""
"45","452017","宮崎県","宮崎市","ﾐﾔｻﾞｷｹﾝ","ﾐﾔｻﾞｷｼ"
"45","452025","宮崎県","都城市","ﾐﾔｻﾞｷｹﾝ","ﾐﾔｺﾉｼﾞｮｳｼ"
"45","452033","宮崎県","延岡市","ﾐﾔｻﾞｷｹﾝ","ﾉﾍﾞｵｶｼ"
"45","452041","宮崎県","日南市","ﾐﾔｻﾞｷｹﾝ","ﾆﾁﾅﾝｼ"
"45","452050","宮崎県","小林市","ﾐﾔｻﾞｷｹﾝ","ｺﾊﾞﾔｼｼ"
"45","452068","宮崎県","日向市","ﾐﾔｻﾞｷｹﾝ","ﾋｭｳｶﾞｼ"
"45","452076","宮崎県","串間市","ﾐﾔｻﾞｷｹﾝ","ｸｼﾏｼ"
"45","452084","宮崎県","西都市","ﾐﾔｻﾞｷｹﾝ","ｻｲﾄｼ"
"45","452092","宮崎県","えびの市","ﾐﾔｻﾞｷｹﾝ","ｴﾋﾞﾉｼ"
"45","453412","宮崎県","三股町","ﾐﾔｻﾞｷｹﾝ","ﾐﾏﾀﾁｮｳ"
"45","453617","宮崎県","高原町","ﾐﾔｻﾞｷｹﾝ","ﾀｶﾊﾙﾁｮｳ"
"45","453820","宮崎県","国富町","ﾐﾔｻﾞｷｹﾝ","ｸﾆﾄﾐﾁｮｳ"
"45","453838","宮崎県","綾町","ﾐﾔｻﾞｷｹﾝ","ｱﾔﾁｮｳ"
"45","454010","宮崎県","高鍋町","ﾐﾔｻﾞｷｹﾝ","ﾀｶﾅﾍﾞﾁｮｳ"
"45","454028","宮崎県","新富町","ﾐﾔｻﾞｷｹﾝ","ｼﾝﾄﾐﾁｮｳ"
"45","454036","宮崎県","西米良村","ﾐﾔｻﾞｷｹﾝ","ﾆｼﾒﾗｿﾝ"
"45","454044","宮崎県","木城町","ﾐﾔｻﾞｷｹﾝ","ｷｼﾞｮｳﾁｮｳ"
"45","454052","宮崎県","川南町","ﾐﾔｻﾞｷｹﾝ","ｶﾜﾐﾅﾐﾁｮｳ"
"45","454061","宮崎県","都農町","ﾐﾔｻﾞｷｹﾝ","ﾂﾉﾁｮｳ"
"45","454214","宮崎県","門川町","ﾐﾔｻﾞｷｹﾝ","ｶﾄﾞｶﾞﾜﾁｮｳ"
"45","454290","宮崎県","諸塚村","ﾐﾔｻﾞｷｹﾝ","ﾓﾛﾂｶｿﾝ"
"45","454303","宮崎県","椎葉村","ﾐﾔｻﾞｷｹﾝ","ｼｲﾊﾞｿﾝ"
"45","454311","宮崎県","美郷町","ﾐﾔｻﾞｷｹﾝ","ﾐｻﾄﾁｮｳ"
"45","454419","宮崎県","高千穂町","ﾐﾔｻﾞｷｹﾝ","ﾀｶﾁﾎﾁｮｳ"
"45","454427","宮崎県","日之影町","ﾐﾔｻﾞｷｹﾝ","ﾋﾉｶｹﾞﾁｮｳ"
"45","454435","宮崎県","五ヶ瀬町","ﾐﾔｻﾞｷｹﾝ","ｺﾞｶｾﾁｮｳ"
"46","460001","鹿児島県","","ｶｺﾞｼﾏｹﾝ",""
"46","462012","鹿児島県","鹿児島市","ｶｺﾞｼﾏｹﾝ","ｶｺﾞｼﾏｼ"
"46","462039","鹿児島県","鹿屋市","ｶｺﾞｼﾏｹﾝ","ｶﾉﾔｼ"
"46","462047","鹿児島県","枕崎市","ｶｺﾞｼﾏｹﾝ","ﾏｸﾗｻﾞｷｼ"
"46","462063","鹿児島県","阿久根市","ｶｺﾞｼﾏｹﾝ","ｱｸﾈｼ"
"46","462080","鹿児島県","出水市","ｶｺﾞｼﾏｹﾝ","ｲｽﾞﾐｼ"
"46","462101","鹿児島県","指宿市","ｶｺﾞｼﾏｹﾝ","ｲﾌﾞｽｷｼ"
"46","462136","鹿児島県","西之表市","ｶｺﾞｼﾏｹﾝ","ﾆｼﾉｵﾓﾃｼ"
"46","462144","鹿児島県","垂水市","ｶｺﾞｼﾏｹﾝ","ﾀﾙﾐｽﾞｼ"
"46","462152","鹿児島県","薩摩川内市","ｶｺﾞｼﾏｹﾝ","ｻﾂﾏｾﾝﾀﾞｲｼ"
"46","462161","鹿児島県","日置市","ｶｺﾞｼﾏｹﾝ","ﾋｵｷｼ"
"46","462179","鹿児島県","曽於市","ｶｺﾞｼﾏｹﾝ","ｿｵｼ"
"46","462187","鹿児島県","霧島市","ｶｺﾞｼﾏｹﾝ","ｷﾘｼﾏｼ"
"46","462195","鹿児島県","いちき串木野市","ｶｺﾞｼﾏｹﾝ","ｲﾁｷｸｼｷﾉｼ"
"46","462209","鹿児島県","南さつま市","ｶｺﾞｼﾏｹﾝ","ﾐﾅﾐｻﾂﾏｼ"
"46","462217","鹿児島県","志布志市","ｶｺﾞｼﾏｹﾝ","ｼﾌﾞｼｼ"
"46","462225","鹿児島県","奄美市","ｶｺﾞｼﾏｹﾝ","ｱﾏﾐｼ"
"46","462233","鹿児島県","南九州市","ｶｺﾞｼﾏｹﾝ","ﾐﾅﾐｷｭｳｼｭｳｼ"
"46","462241","鹿児島県","伊佐市","ｶｺﾞｼﾏｹﾝ","ｲｻｼ"
"46","462250","鹿児島県","姶良市","ｶｺﾞｼﾏｹﾝ","ｱｲﾗｼ"
"46","463035","鹿児島県","三島村","ｶｺﾞｼﾏｹﾝ","ﾐｼﾏﾑﾗ"
"46","463043","鹿児島県","十島村","ｶｺﾞｼﾏｹﾝ","ﾄｼﾏﾑﾗ"
"46","463922","鹿児島県","さつま町","ｶｺﾞｼﾏｹﾝ","ｻﾂﾏﾁｮｳ"
"46","464040","鹿児島県","長島町","ｶｺﾞｼﾏｹﾝ","ﾅｶﾞｼﾏﾁｮｳ"
"46","464520","鹿児島県","湧水町","ｶｺﾞｼﾏｹﾝ","ﾕｳｽｲﾁｮｳ"
"46","464686","鹿児島県","大崎町","ｶｺﾞｼﾏｹﾝ","ｵｵｻｷﾁｮｳ"
"46","464821","鹿児島県","東串良町","ｶｺﾞｼﾏｹﾝ","ﾋｶﾞｼｸｼﾗﾁｮｳ"
"46","464902","鹿児島県","錦江町","ｶｺﾞｼﾏｹﾝ","ｷﾝｺｳﾁｮｳ"
"46","464911","鹿児島県","南大隅町","ｶｺﾞｼﾏｹﾝ","ﾐﾅﾐｵｵｽﾐﾁｮｳ"
"46","464929","鹿児島県","肝付町","ｶｺﾞｼﾏｹﾝ","ｷﾓﾂｷﾁｮｳ"
"46","465011","鹿児島県","中種子町","ｶｺﾞｼﾏｹﾝ","ﾅｶﾀﾈﾁｮｳ"
"46","465020","鹿児島県","南種子町","ｶｺﾞｼﾏｹﾝ","ﾐﾅﾐﾀﾈﾁｮｳ"
"46","465054","鹿児島県","屋久島町","ｶｺﾞｼﾏｹﾝ","ﾔｸｼﾏﾁｮｳ"
"46","465232","鹿児島県","大和村","ｶｺﾞｼﾏｹﾝ","ﾔﾏﾄｿﾝ"
"46","465241","鹿児島県","宇検村","ｶｺﾞｼﾏｹﾝ","ｳｹﾝｿﾝ"
"46","465259","鹿児島県","瀬戸内町","ｶｺﾞｼﾏｹﾝ","ｾﾄｳﾁﾁｮｳ"
"46","465275","鹿児島県","龍郷町","ｶｺﾞｼﾏｹﾝ","ﾀﾂｺﾞｳﾁｮｳ"
"46","465291","鹿児島県","喜界町","ｶｺﾞｼﾏｹﾝ","ｷｶｲﾁｮｳ"
"46","465305","鹿児島県","徳之島町","ｶｺﾞｼﾏｹﾝ","ﾄｸﾉｼﾏﾁｮｳ"
"46","465313","鹿児島県","天城町","ｶｺﾞｼﾏｹﾝ","ｱﾏｷﾞﾁｮｳ"
"46","465321","鹿児島県","伊仙町","ｶｺﾞｼﾏｹﾝ","ｲｾﾝﾁｮｳ"
"46","465330","鹿児島県","和泊町","ｶｺﾞｼﾏｹﾝ","ﾜﾄﾞﾏﾘﾁｮｳ"
"46","465348","鹿児島県","知名町","ｶｺﾞｼﾏｹﾝ","ﾁﾅﾁｮｳ"
"46","465356","鹿児島県","与論町","ｶｺﾞｼﾏｹﾝ","ﾖﾛﾝﾁｮｳ"
"47","470007","沖縄県","","ｵｷﾅﾜｹﾝ",""
"47","472018","沖縄県","那覇市","ｵｷﾅﾜｹﾝ","ﾅﾊｼ"
"47","472051","沖縄県","宜野湾市","ｵｷﾅﾜｹﾝ","ｷﾞﾉﾜﾝｼ"
"47","472077","沖縄県","石垣市","ｵｷﾅﾜｹﾝ","ｲｼｶﾞｷｼ"
"47","472085","沖縄県","浦添市","ｵｷﾅﾜｹﾝ","ｳﾗｿｴｼ"
"47","472093","沖縄県","名護市","ｵｷﾅﾜｹﾝ","ﾅｺﾞｼ"
"47","472107","沖縄県","糸満市","ｵｷﾅﾜｹﾝ","ｲﾄﾏﾝｼ"
"47","472115","沖縄県","沖縄市","ｵｷﾅﾜｹﾝ","ｵｷﾅﾜｼ"
"47","472123","沖縄県","豊見城市","ｵｷﾅﾜｹﾝ","ﾄﾐｸﾞｽｸｼ"
"47","472131","沖縄県","うるま市","ｵｷﾅﾜｹﾝ","ｳﾙﾏｼ"
"47","472140","沖縄県","宮古島市","ｵｷﾅﾜｹﾝ","ﾐﾔｺｼﾞﾏｼ"
"47","472158","沖縄県","南城市","ｵｷﾅﾜｹﾝ","ﾅﾝｼﾞｮｳｼ"
"47","473014","沖縄県","国頭村","ｵｷﾅﾜｹﾝ","ｸﾆｶﾞﾐｿﾝ"
"47","473022","沖縄県","大宜味村","ｵｷﾅﾜｹﾝ","ｵｵｷﾞﾐｿﾝ"
"47","473031","沖縄県","東村","ｵｷﾅﾜｹﾝ","ﾋｶﾞｼｿﾝ"
"47","473065","沖縄県","今帰仁村","ｵｷﾅﾜｹﾝ","ﾅｷｼﾞﾝｿﾝ"
"47","473081","沖縄県","本部町","ｵｷﾅﾜｹﾝ","ﾓﾄﾌﾞﾁｮｳ"
"47","473111","沖縄県","恩納村","ｵｷﾅﾜｹﾝ","ｵﾝﾅｿﾝ"
"47","473138","沖縄県","宜野座村","ｵｷﾅﾜｹﾝ","ｷﾞﾉｻﾞｿﾝ"
"47","473146","沖縄県","金武町","ｵｷﾅﾜｹﾝ","ｷﾝﾁｮｳ"
"47","473154","沖縄県","伊江村","ｵｷﾅﾜｹﾝ","ｲｴｿﾝ"
"47","473243","沖縄県","読谷村","ｵｷﾅﾜｹﾝ","ﾖﾐﾀﾝｿﾝ"
"47","473251","沖縄県","嘉手納町","ｵｷﾅﾜｹﾝ","ｶﾃﾞﾅﾁｮｳ"
"47","473260","沖縄県","北谷町","ｵｷﾅﾜｹﾝ","ﾁﾔﾀﾝﾁｮｳ"
"47","473278","沖縄県","北中城村","ｵｷﾅﾜｹﾝ","ｷﾀﾅｶｸﾞｽｸｿﾝ"
"47","473286","沖縄県","中城村","ｵｷﾅﾜｹﾝ","ﾅｶｸﾞｽｸｿﾝ"
"47","473294","沖縄県","西原町","ｵｷﾅﾜｹﾝ","ﾆｼﾊﾗﾁｮｳ"
"47","473481","沖縄県","与那原町","ｵｷﾅﾜｹﾝ","ﾖﾅﾊﾞﾙﾁｮｳ"
"47","473502","沖縄県","南風原町","ｵｷﾅﾜｹﾝ","ﾊｴﾊﾞﾙﾁｮｳ"
"47","473537","沖縄県","渡嘉敷村","ｵｷﾅﾜｹﾝ","ﾄｶｼｷｿﾝ"
"47","473545","沖縄県","座間味村","ｵｷﾅﾜｹﾝ","ｻﾞﾏﾐｿﾝ"
"47","473553","沖縄県","粟国村","ｵｷﾅﾜｹﾝ","ｱｸﾞﾆｿﾝ"
"47","473561","沖縄県","渡名喜村","ｵｷﾅﾜｹﾝ","ﾄﾅｷｿﾝ"
"47","473570","沖縄県","南大東村","ｵｷﾅﾜｹﾝ","ﾐﾅﾐﾀﾞｲﾄｳｿﾝ"
"47","473588","沖縄県","北大東村","ｵｷﾅﾜｹﾝ","ｷﾀﾀﾞｲﾄｳｿﾝ"
"47","473596","沖縄県","伊平屋村","ｵｷﾅﾜｹﾝ","ｲﾍﾔｿﾝ"
"47","473600","沖縄県","伊是名村","ｵｷﾅﾜｹﾝ","ｲｾﾞﾅｿﾝ"
"47","473618","沖縄県","久米島町","ｵｷﾅﾜｹﾝ","ｸﾒｼﾞﾏﾁｮｳ"
"47","473626","沖縄県","八重瀬町","ｵｷﾅﾜｹﾝ","ﾔｴｾﾁｮｳ"
"47","473758","沖縄県","多良間村","ｵｷﾅﾜｹﾝ","ﾀﾗﾏｿﾝ"
"47","473812","沖縄県","竹富町","ｵｷﾅﾜｹﾝ","ﾀｹﾄﾐﾁｮｳ"
"47","473821","沖縄県","与那国町","ｵｷﾅﾜｹﾝ","ﾖﾅｸﾞﾆﾁｮｳ"
